ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
BRITANNIA.NS,Britannia Industries Limited,Fast Moving Consumer Goods,Unknown,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-03-06,,watchlist,weekly_watchlist,watchlist,5.2,14.2,9.25,0.0,5.2,14.2,9.25,-2.49,-0.27,1206143093.15,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",694,692,Stage 4,watchlist,weekly_watchlist,14.08,-2,-4.83,False,False,False,False,False
RTNPOWER.NS,RattanIndia Power Limited,Power,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,13.1,0.0,7.21,2.0,13.1,0.0,9.21,-13.51,11.12,88009928.55,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",695,666,Stage 4,watchlist,weekly_watchlist,17.2,-29,-7.989999999999998,False,False,False,False,False
SARDAEN.NS,Sarda Energy & Minerals Limited,Metals & Mining,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-03-12,,watchlist,weekly_watchlist,watchlist,16.57,0.0,9.11,0.0,16.57,0.0,9.11,-16.93,14.51,119146518.61,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",696,691,Stage 4,watchlist,weekly_watchlist,14.22,-5,-5.110000000000001,False,False,False,False,False
VEDL.NS,Vedanta Limited,Metals & Mining,Unknown,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-04-29,,watchlist,weekly_watchlist,watchlist,16.32,0.0,8.98,0.0,16.32,0.0,8.98,-63.11,-53.8,4512239705.86,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",697,694,Stage 4,watchlist,weekly_watchlist,13.9,-3,-4.92,False,False,False,False,False
ONGC.NS,Oil & Natural Gas Corporation Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-05-22,,watchlist,weekly_watchlist,watchlist,4.14,10.34,6.93,2.0,4.14,10.34,8.93,-10.33,13.76,3724205294.88,"Stage 1, Stage 1 - Base/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",698,701,Stage 1,watchlist,weekly_watchlist,13.17,3,-4.24,False,False,False,False,False
BBOX.NS,Black Box Limited,Information Technology,Unknown,False,Cash,1,Stage 2 Failed,Stage 3,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-21,,watchlist,weekly_watchlist,watchlist,7.57,10.4,8.84,0.0,7.57,10.4,8.84,36.29,63.41,294674073.13,"Stage 3, Stage 3 - Transition, volume_dryup, weekly_volume_dryup, distribution_risk | Stage 2 failed state applied from stage memory.",699,483,Stage 2,watchlist,weekly_watchlist,30.31,-216,-21.47,False,False,False,False,False
JINDALSTEL.NS,Jindal Steel & Power Limited,Metals & Mining,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Unclear/Repair,Stage 1 - Unclear/Repair,Stage 1 • Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,,,2026-05-28,,watchlist,weekly_watchlist,watchlist,14.2,2.0,8.71,0.0,14.2,2.0,8.71,-16.68,7.0,1354798863.06,"Stage 1, Stage 1 - Unclear/Repair, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",700,697,Stage 1,watchlist,weekly_watchlist,13.66,-3,-4.949999999999999,False,False,False,False,False
AMBER.NS,Amber Enterprises India Limited,Consumer Durables,Unknown,True,F&O,1,Stage 2 Failed,Not Sure,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-20,,watchlist,weekly_watchlist,watchlist,8.22,4.82,6.69,2.0,8.22,4.82,8.69,-6.23,30.47,1979429904.78,"Not Sure, Not Sure, volume_dryup, weekly_volume_dryup | Stage 2 failed state applied from stage memory.",701,647,Stage 2 Failed,watchlist,weekly_watchlist,18.62,-54,-9.930000000000001,False,False,False,False,False
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,12.42,4.0,8.63,0.0,12.42,4.0,8.63,-11.14,-17.13,129872574.38,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, downtrend",702,687,Stage 4,watchlist,weekly_watchlist,14.53,-15,-5.899999999999999,False,False,False,False,False
EMUDHRA.NS,eMudhra Limited,Information Technology,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,15.1,0.0,8.3,0.0,15.1,0.0,8.3,-6.42,-9.68,185128798.84,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",703,698,Stage 4,watchlist,weekly_watchlist,13.26,-5,-4.959999999999999,False,False,False,False,False
JSL.NS,Jindal Stainless Limited,Metals & Mining,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-02-26,,watchlist,weekly_watchlist,watchlist,9.71,6.53,8.28,0.0,9.71,6.53,8.28,-2.59,3.85,421030570.98,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",704,700,Stage 4,watchlist,weekly_watchlist,13.23,-4,-4.950000000000001,False,False,False,False,False
ZENSARTECH.NS,Zensar Technologies Limited,Information Technology,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,12.57,2.0,7.81,0.0,12.57,2.0,7.81,-5.5,-20.74,5837302046.86,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",705,703,Stage 4,watchlist,weekly_watchlist,12.77,-2,-4.96,False,False,False,False,False
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-05-01,,watchlist,weekly_watchlist,watchlist,0.0,6.2,2.79,5.0,0.0,6.2,7.79,-10.79,-1.42,32362906.14,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",706,728,Stage 4,watchlist,weekly_watchlist,7.79,22,0.0,False,False,False,False,False
CESC.NS,CESC Limited,Power,Unknown,False,Cash,1,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0.0,Stage rules did not identify a reliable structure.,No confident stage classification.,,2026-06-05,,watchlist,weekly_watchlist,watchlist,6.66,4.32,5.61,2.0,6.66,4.32,7.61,-10.97,18.22,206560057.21,"Not Sure, Not Sure, volume_dryup, weekly_volume_dryup",707,679,Not Sure,watchlist,weekly_watchlist,15.62,-28,-8.009999999999998,False,False,False,False,False
JSWHL.NS,JSW Holdings Limited,Financial Services,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,6.47,4.0,5.36,2.0,6.47,4.0,7.36,-14.26,-28.78,41235285.1,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_volume_dryup, downtrend",708,707,Stage 4,watchlist,weekly_watchlist,12.31,-1,-4.95,False,False,False,False,False
SCI.NS,Shipping Corporation Of India Limited,Services,Unknown,False,Cash,1,Stage 2 Failed,Stage 3,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-17,,watchlist,weekly_watchlist,watchlist,8.71,1.06,5.27,2.0,8.71,1.06,7.27,-5.87,40.5,668913799.08,"Stage 3, Stage 3 - Distribution/Damage, volume_dryup, weekly_volume_dryup, distribution_risk | Stage 2 failed state applied from stage memory.",709,705,Stage 2 Failed,watchlist,weekly_watchlist,12.47,-4,-5.200000000000001,False,False,False,False,False
KFINTECH.NS,Kfin Technologies Limited,Financial Services,Unknown,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,6.77,2.8,4.98,2.0,6.77,2.8,6.98,-5.57,-4.97,930526118.25,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",710,708,Stage 4,watchlist,weekly_watchlist,11.93,-2,-4.949999999999999,False,False,False,False,False
CHEMPLASTS.NS,Chemplast Sanmar Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,0.0,4.0,1.8,5.0,0.0,4.0,6.8,-15.35,-16.66,68397574.86,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",711,723,Stage 4,watchlist,weekly_watchlist,9.28,12,-2.4799999999999995,False,False,False,False,False
SHOPERSTOP.NS,Shoppers Stop Limited,Consumer Services,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,2.39,11.36,6.43,0.0,2.39,11.36,6.43,28.04,9.59,117774154.79,"Stage 1, Stage 1 - Early Turn, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",712,709,Stage 1,watchlist,weekly_watchlist,11.79,-3,-5.359999999999999,False,False,False,False,False
ALLCARGO.NS,Allcargo Logistics Limited,Services,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,4.51,4.0,4.28,2.0,4.51,4.0,6.28,-11.69,-9.03,28798002.55,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",713,710,Stage 4,watchlist,weekly_watchlist,11.25,-3,-4.97,False,False,False,False,False
GICRE.NS,General Insurance Corporation of India,Financial Services,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Unclear/Repair,Stage 1 - Unclear/Repair,Stage 1 • Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,,,2026-06-05,,watchlist,weekly_watchlist,watchlist,2.17,6.8,4.25,2.0,2.17,6.8,6.25,-8.04,5.33,227336430.4,"Stage 1, Stage 1 - Unclear/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",714,711,Stage 1,watchlist,weekly_watchlist,11.25,-3,-5.0,False,False,False,False,False
INDIANB.NS,Indian Bank,Financial Services,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-04-27,,watchlist,weekly_watchlist,watchlist,0.0,8.85,3.98,2.0,0.0,8.85,5.98,-5.83,6.34,3287964304.97,"Stage 1, Stage 1 - Base/Repair, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",715,717,Stage 1,watchlist,weekly_watchlist,10.26,2,-4.279999999999999,False,False,False,False,False
COFORGE.NS,Coforge Limited,Information Technology,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2025-12-23,,watchlist,weekly_watchlist,watchlist,0.0,12.95,5.83,0.0,0.0,12.95,5.83,23.94,-6.41,4443588202.9,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",716,716,Stage 1,watchlist,weekly_watchlist,10.31,0,-4.48,False,False,False,False,False
TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-05-20,,watchlist,weekly_watchlist,watchlist,0.27,12.2,5.64,0.0,0.27,12.2,5.64,-3.29,-0.32,1769764595.71,"Stage 1, Stage 1 - Base/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",717,720,Stage 1,watchlist,weekly_watchlist,10.04,3,-4.3999999999999995,False,False,False,False,False
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Information Technology,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,7.9,2.8,5.61,0.0,7.9,2.8,5.61,0.2,-3.64,609144227.64,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",718,715,Stage 4,watchlist,weekly_watchlist,10.89,-3,-5.28,False,False,False,False,False
LATENTVIEW.NS,Latent View Analytics Limited,Information Technology,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-01-07,,watchlist,weekly_watchlist,watchlist,10.02,0.0,5.51,0.0,10.02,0.0,5.51,4.33,-18.05,386614314.99,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",719,718,Stage 4,watchlist,weekly_watchlist,10.21,-1,-4.700000000000001,False,False,False,False,False
EIDPARRY.NS,EID Parry India Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-7.86,-11.16,251378371.68,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",720,727,Stage 4,watchlist,weekly_watchlist,8.09,7,-3.09,False,False,False,False,False
EPIGRAL.NS,Epigral Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-5.59,10.31,116576377.5,"Stage 4, Stage 4 - Weak/Declining, downtrend",721,722,Stage 4,watchlist,weekly_watchlist,9.49,1,-4.49,False,False,False,False,False
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,1,Not Sure,Stage 4,Pending Stage 4,Pending Stage 4,Not Sure • Pending Stage 4,0.55,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,,2026-01-07,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,6.59,2.97,2.0,0.0,6.59,4.97,5.32,-3.39,2327052664.06,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend | Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.",722,719,Stage 1,watchlist,weekly_watchlist,10.21,-3,-5.240000000000001,False,False,False,False,False
STARCEMENT.NS,Star Cement Limited,Construction Materials,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,2025-11-03,,watchlist,weekly_watchlist,watchlist,8.67,0.0,4.77,0.0,8.67,0.0,4.77,-10.96,4.21,40572963.98,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",723,693,Stage 4,watchlist,weekly_watchlist,14.06,-30,-9.290000000000001,False,False,False,False,False
RAMKY.NS,Ramky Infrastructure Limited,Construction,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,2025-11-28,,watchlist,weekly_watchlist,watchlist,7.58,0.0,4.17,0.0,7.58,0.0,4.17,-23.25,-18.17,22235746.7,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_volume_dryup, downtrend",724,725,Stage 4,watchlist,weekly_watchlist,8.94,1,-4.77,False,False,False,False,False
KANSAINER.NS,Kansai Nerolac Paints Limited,Consumer Durables,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2025-11-17,,watchlist,weekly_watchlist,watchlist,3.9,0.0,2.15,2.0,3.9,0.0,4.15,3.67,-7.01,37998923.94,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",725,724,Stage 4,watchlist,weekly_watchlist,9.1,-1,-4.949999999999999,False,False,False,False,False
OIL.NS,Oil India Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,1,Stage 3,Stage 3,Stage 3 - Transition,Stage 3 - Transition,Stage 3 • Stage 3 - Transition,0.62,"The structure is transitioning after prior strength, but it is not yet a confirmed Stage 4 decline.",,,2026-06-05,,watchlist,weekly_watchlist,watchlist,1.98,2.16,2.06,2.0,1.98,2.16,4.06,-3.69,13.28,1583758945.52,"Stage 3, Stage 3 - Transition, weekly_volume_dryup, distribution_risk",726,729,Stage 3,watchlist,weekly_watchlist,7.64,3,-3.58,False,False,False,False,False
NTPC.NS,NTPC Limited,Power,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-05-28,,watchlist,weekly_watchlist,watchlist,2.3,0.0,1.26,2.0,2.3,0.0,3.26,-12.99,10.75,4050560715.13,"Stage 1, Stage 1 - Base/Repair, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",727,714,Stage 1,watchlist,weekly_watchlist,10.9,-13,-7.640000000000001,False,False,False,False,False
HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-06-03,,watchlist,weekly_watchlist,watchlist,0.0,5.6,2.52,0.0,0.0,5.6,2.52,-10.97,-1.38,1410979180.07,"Stage 1, Stage 1 - Base/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",728,730,Stage 1,watchlist,weekly_watchlist,7.31,2,-4.789999999999999,False,False,False,False,False
NSLNISP.NS,NMDC Steel Limited,Metals & Mining,Unknown,False,Cash,1,Stage 2 Failed,Stage 4,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-15,,watchlist,weekly_watchlist,watchlist,0.0,5.57,2.51,0.0,0.0,5.57,2.51,3.15,12.53,120653259.09,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend | Stage 2 failed state applied from stage memory.",729,713,Stage 2 Failed,watchlist,weekly_watchlist,10.94,-16,-8.43,False,False,False,False,False
